feature,target
PhD,92776.5434529882
PhD,102817.4948960643
Bachelor,53637.6016879829
Bachelor,56913.34566647727
Bachelor,67935.76819812023
Bachelor,59479.232805257445
Bachelor,63351.154770420544
PhD,93446.39742403259
Bachelor,53845.78037617342
High School,30817.372325329576
Master,73378.70126144329
Bachelor,55571.80678063917
Bachelor,53540.20968553494
PhD,91774.05067514112
Bachelor,52412.717422012014
Bachelor,59215.57536065452
Bachelor,54126.67436811585
PhD,97285.39722096152
Bachelor,60068.34541709714
Master,83807.89657258731
PhD,90786.24279682199
Master,85988.20797818086
PhD,102558.00778981816
Bachelor,51635.180638977436
Master,87471.57248213554
PhD,108417.44801063626
High School,31221.559197097275
Bachelor,55537.55296294407
PhD,106124.02559586123
High School,44965.19380767317
PhD,93690.42038712755
High School,34186.986466734204
Bachelor,57409.44205582764
Master,79690.45970382042
High School,42365.09543060592
PhD,97378.27279139544
Bachelor,59250.69432266296
High School,44949.41876267513
PhD,90733.66405781195
PhD,95048.73888688041
PhD,104266.99171769105
High School,47904.13675374399
High School,40233.54884231332
High School,40642.26970530632
Master,72143.44022679552
High School,38948.247336469096
High School,40652.34532910046
High School,34849.41007269459
Master,75384.86461898762
High School,37545.683262092454
PhD,90401.42395555452
High School,36441.58331166356
PhD,94228.96013993089
PhD,96549.94704355829
PhD,92395.24263638502
Master,87810.5456147979
Master,81871.84907108097
Master,83582.04638288979
High School,45783.42477214677
PhD,99968.84397858115
Master,71738.40576174848
Master,80742.13083637095
High School,41736.82236041758
Master,84908.7894836866
High School,38633.19092459359
Bachelor,52551.606055911274
Master,75675.5181159745
Bachelor,57261.6459279727
High School,42918.34482663203
PhD,101415.56609337823
Master,77121.93451795692
High School,49730.304975859595
PhD,102115.49638713774
PhD,94744.53583471989
Bachelor,52035.64945240808
High School,33057.18278368664
PhD,94919.15456769016
Master,73213.62746519111
Master,73731.34048102611
Bachelor,55701.90337387694
PhD,93467.4719058951
High School,47935.30849252851
Master,71604.67491323284
PhD,100490.2277914051
PhD,98207.93653979323
Bachelor,69647.57233817213
Master,72240.77804336105
Master,77957.11198091484
High School,49389.40866550738
Master,87310.1425178796
High School,46341.441418985596
Master,75158.0565408988
Bachelor,53417.75174780132
Master,83372.86439848861
High School,48587.51978255172
High School,41135.257860278594
Bachelor,61432.253789398
Master,75599.58187320568
Master,85389.85866383874
Bachelor,53740.874971150464
Master,76473.58472808487
Master,78508.72877232834
High School,40152.2075736891
Master,74848.1946483016
Master,72296.73649478407
Bachelor,62212.40084883265
Bachelor,55772.61106480512
PhD,101624.76442845224
High School,33087.25430548405
Master,79622.80203709635
Master,80651.78865103172
PhD,91036.47073644854
Master,76732.08556387841
High School,32688.293538779486
PhD,91267.49940945535
High School,49799.204647798906
PhD,96447.07689949445
PhD,106197.4889170927
Bachelor,55092.813095275276
High School,43630.054444478585
Master,85204.55719779374
Master,81912.77481215689
High School,39431.523771003165
Master,78236.81828294537
Master,76977.3653308599
High School,48590.582884956515
PhD,106612.38815575458
High School,49300.53821333025
PhD,92485.9444697109
Master,84617.34950407289
Master,88766.80913642075
Master,73624.66132331321
Bachelor,51329.92534733555
PhD,104822.41298580117
Bachelor,61489.46226359824
Bachelor,66836.57553516544
High School,32795.44753252579
Bachelor,65905.34623719781
High School,34032.54640095489
High School,33273.11885731409
Bachelor,53285.31595861986
PhD,106291.49440462764
PhD,103303.94441392401
PhD,100461.30849538239
PhD,97176.60968247005
PhD,107544.01081626216
Bachelor,57848.902148452704
Bachelor,66331.98878943155
Master,78782.69817140436
PhD,97538.88858849816
Bachelor,59253.59571339213
Master,76027.55748328284
PhD,104952.18760352502
High School,40054.407801849586
Master,74644.25390293634
Bachelor,67991.49146549137
High School,37677.82442746423
High School,40871.05722227977
High School,48129.44221929094
Master,82484.75991827984
Bachelor,52337.96081416728
High School,48796.6424722695
PhD,102554.16106142836
High School,36698.11229314172
High School,32785.44145326775
Master,85880.50378540592
Master,82401.45511857027
Bachelor,60669.22183952643
PhD,107877.85166101916
Master,85771.94422449061
High School,33033.497594655026
Bachelor,56234.44135591097
High School,34969.78279628931
High School,44878.92585145354
Master,70670.6486947156
Bachelor,61397.79369742633
PhD,105249.1737148138
PhD,107535.31273523498
Master,76841.63497431815
Master,86425.14609344026
Bachelor,52212.63473910414
PhD,106929.04583469036
PhD,92549.77324663964
PhD,97945.74581120735
High School,45945.907315591074
PhD,92998.34854697548
High School,34585.02790465283
Bachelor,64445.05136786133
High School,44400.73073092149
Bachelor,62822.952657705944
PhD,103878.968889342
PhD,100854.48886695193
Bachelor,55035.98117813905
Master,76913.91987007839
Bachelor,53631.95433602852
Master,88169.01122667256
High School,41667.83589532241
High School,38017.0283352728
High School,39240.11607288265
PhD,108945.6667922363
High School,33067.0280623216
Master,81724.59664033595
High School,40117.773577689324
Bachelor,62229.08470869296
Bachelor,50362.20367641681
PhD,107442.47817888303
Bachelor,68642.36564967225
Master,81302.66367178418
High School,43933.01647753784
PhD,108449.98762354591
High School,44144.77268626797
High School,33050.78085828523
Master,81525.76720333626
Bachelor,62134.30092765712
Bachelor,58482.61342604772
High School,44728.88471249446
PhD,108687.3402953803
Bachelor,68511.37025813553
PhD,99016.78742808264
Bachelor,52264.7609168151
PhD,109696.82397924669
Master,86777.96172891869
PhD,92493.25362406534
Master,88416.83765234744
Master,87397.92724124256
PhD,100376.76114252144
Master,81825.50871489858
High School,37980.0540774026
Master,71095.23277644062
Bachelor,56703.944832918016
PhD,106057.06897196022
High School,30092.640460092058
PhD,96669.98343382288
Bachelor,57963.37387181887
Bachelor,60747.91205875846
Bachelor,68397.11232825521
Master,76926.91988731922
Master,76939.06403792456
PhD,104750.02496219496
PhD,99044.35881779614
High School,34492.09645879964
High School,39048.79032265387
PhD,92817.140407596
Master,73527.73973012446
Bachelor,59967.35545478959
PhD,98378.50899009095
High School,48296.918021362
Master,77247.87798233266
PhD,101611.76700556086
PhD,102645.28575839062
Master,70261.88913176667
PhD,103270.7474403342
Master,73560.71933739503
Bachelor,69221.4063493891
Master,72973.25455506226
Master,78292.48247454048
Master,71706.99336157288
PhD,109937.48503691895
PhD,100043.90020662485
Master,81907.70034640087
PhD,91341.52954776854
High School,44999.20940798355
High School,34198.11186191172
PhD,107961.08578881428
PhD,94102.79280964014
Master,73813.75441327333
Bachelor,50730.993356961895
PhD,99441.33890219999
High School,41296.82266525233
Master,71314.17278856704
PhD,105510.55233390021
High School,39065.77669496055
High School,40487.8053865516
Bachelor,58815.25493876456
Master,78015.26121750652
Master,81192.80662616435
Bachelor,53104.80491861425
Bachelor,53638.56260990542
Master,87235.71242027034
Master,88922.30924267265
PhD,97466.18632559506
PhD,95414.89346287107
Bachelor,62879.99086478032
PhD,98174.68342196193
High School,30507.727113206896
PhD,93123.05194732381
PhD,104319.44457694795
High School,43178.478838203024
Bachelor,50541.91985006967
High School,34439.44323865899
PhD,94621.49593176143
Bachelor,63437.85487197457
PhD,90394.21075508729
High School,32082.171639691478
High School,45998.32170746379
PhD,93570.89324108667
Master,83054.9221570375
Master,74763.65562093453
High School,31988.827855186904
High School,34863.44381998908
Master,84445.33863711318
Master,87113.92936212572
PhD,106604.39729133983
PhD,97943.67059236909
Master,83361.70273141292
PhD,94099.68590831642
PhD,95862.95460522026
Bachelor,67926.7163704224
PhD,90260.03847021473
High School,31710.170617089363
PhD,94157.72510292055
PhD,90530.64407747639
Master,73628.70870179594
High School,41660.83121939385
PhD,98428.49101184995
PhD,107853.4342215395
Bachelor,66348.87123476881
PhD,96836.34703395751
PhD,95188.46866862585
Bachelor,57593.84816334534
Master,81805.89885029616
PhD,95361.27281645752
Bachelor,62482.97815698268
High School,38188.23304382481
Master,81040.94361703961
High School,38722.530582706335
High School,35889.31519083835
Bachelor,68969.06613924314
PhD,105272.11588319522
Bachelor,52802.263515329054
Bachelor,67369.35951795825
Bachelor,59748.62396499027
Bachelor,67891.04453788183
Master,85997.1051189463
PhD,98504.27008938466
High School,30449.38616640235
High School,35373.54718769892
PhD,100832.68429321735
High School,42669.56439652295
PhD,95157.75370866405
High School,32787.12148145648
Bachelor,66698.60473598598
High School,49688.04361407104
PhD,100513.80364605371
PhD,93433.58571696607
PhD,95446.14653038738
PhD,90367.81353094934
PhD,108285.97613120999
Master,72355.02165780282
Master,81530.32951028507
High School,35481.10441374412
PhD,101083.56005031586
High School,43028.407767037286
PhD,106594.83607414403
PhD,94128.42543521206
Master,70219.91657316961
Master,72737.71260137614
Bachelor,68000.37283696211
Master,87477.8015512503
Bachelor,61948.26204340617
Bachelor,62010.33720867307
Bachelor,63300.73349092511
Bachelor,53507.425572468994
Bachelor,68288.23891849919
High School,38375.41049784146
Master,77662.77056498994
Bachelor,60378.35410565675
PhD,90939.3193355011
Master,73325.66737512159
Master,84760.6723285274
Bachelor,51655.97335850253
High School,42063.04218932777
Bachelor,54906.98219362642
High School,37785.91228083953
PhD,95773.87473541399
Master,77113.45432929898
PhD,104380.9181036849
High School,35942.4343124635
High School,41328.092805937944
PhD,99521.008043982
High School,43273.42330725296
PhD,108736.59478649516
Master,84651.441944205
PhD,94298.80757181514
Master,70623.6627012257
PhD,95245.2808859965
High School,41901.558614005095
PhD,91028.516269685
High School,39927.32494402473
PhD,101936.85697833779
PhD,96684.87781633921
Bachelor,65418.24407491644
High School,32131.965062675437
Bachelor,51502.75563471617
High School,44563.77512407207
Bachelor,59909.82632412397
Master,83768.04792855472
PhD,98696.54677207493
High School,34928.04066478214
High School,46382.046353483995
PhD,105988.31757937958
High School,43893.92941708853
High School,35442.902744599254
Bachelor,61804.61333738174
High School,37219.47793880053
Master,71831.64146653269
Master,88346.27150924486
PhD,92736.37261837923
High School,49004.74707641605
PhD,98920.11545915912
Master,73702.65857677239
High School,40838.018947567165
High School,47458.91671752816
PhD,104644.49772819123
Master,86131.222957229
High School,43175.66733421435
PhD,103845.53129035704
Master,86983.91303130638
PhD,94993.36017718371
Bachelor,59788.49927286281
High School,34424.188836392044
Bachelor,69753.36015993294
Master,88881.18679373227
Bachelor,50788.53622737012
Bachelor,64111.50345031377
Master,88504.96634831332
PhD,93611.50690254667
Bachelor,61358.90461105259
PhD,108309.76595176084
Bachelor,50678.919571715975
PhD,103948.4053449368
Master,75946.98014745102
Bachelor,68487.92390753061
Master,89421.16490330736
Bachelor,68885.32978226867
Master,79484.28433314928
Master,87240.85301978627
Bachelor,66890.9879707014
Bachelor,56382.009464865114
Bachelor,66578.30948301355
High School,30740.15269430985
PhD,101925.39756964106
High School,34600.17674575406
High School,32411.337715545575
Master,71539.06403258418
Bachelor,63925.7755175628
PhD,96797.49927536132
Master,84495.33543057523
High School,31307.12681597885
Bachelor,56305.806756612204
Master,80789.82584750674
Bachelor,65814.46329677927
Master,76375.0500586414
Bachelor,62517.82752874018
High School,47719.55496472374
PhD,102317.26376364609
High School,34659.18949507268
PhD,90488.01563113077
Bachelor,67401.9774780186
Master,70425.38821700774
High School,47494.03345368399
PhD,100578.74268054424
High School,48781.35397025792
PhD,105975.66471547331
High School,49958.68221066675
PhD,97014.2363090342
PhD,105343.76577862253
Bachelor,58038.618272184845
PhD,99597.51240607818
Bachelor,62550.109264367406
PhD,107473.54228372677
Master,89681.6693839859
Master,85365.46827729036
Master,78355.33564334668
PhD,98427.1400455414
Bachelor,64751.646031777826
Bachelor,54775.542915366044
PhD,92209.48226262789
Master,77092.44315281553
Master,75744.77983308163
Bachelor,55926.1624091198
Master,74672.1550209982
High School,30841.86379272724
Bachelor,50357.47869466828
Master,89754.44779472063
Bachelor,58555.462674717244
High School,37686.53294319363
Bachelor,63592.945653861396
Bachelor,54365.07775730128
Bachelor,68999.2236790045
Bachelor,65726.90028831104
High School,31788.22004624519
PhD,98351.61551569856
Bachelor,67582.3661512433
Bachelor,68894.6404458282
Master,79348.03022499739
Bachelor,62268.227784214156
Master,73340.6789218415
PhD,109823.37252273953
High School,34633.43402766887
High School,48854.63548270251
PhD,102992.93297984736
High School,42154.73589757718
PhD,100253.77022033017
PhD,94613.39623435517
PhD,93530.56064011017
High School,34409.72418140351
Master,73728.76524288509
PhD,105591.68947133506
Bachelor,57002.5051833346
High School,31156.853531267927
PhD,109382.05260281623
PhD,107675.71769926851
Bachelor,68555.04566390425
Master,89898.1564529287
Master,73477.90498438975
Master,77924.84037805318
PhD,105164.76951408183
PhD,103920.41236107584
PhD,93077.9181267971
High School,46316.66249981236
Bachelor,54488.81143673322
PhD,94476.35229645246
Bachelor,60739.48845786827
Bachelor,61858.79869683406
Master,81601.72415675622
High School,31829.736747955096
PhD,107549.2172526076
Master,75312.00085177412
Master,72590.29842565609
PhD,107774.96159737954
Bachelor,69113.02996459507
Master,87242.55234530901
Bachelor,66190.32149449756
High School,43104.83961278044
Bachelor,61017.147412182785
High School,31739.7351982282
Bachelor,58169.06426141397
Master,77453.77034024628
Master,75195.07567520652
High School,44468.4022737717
PhD,99917.51470157542
High School,31620.92431815296
High School,34403.66403899623
Bachelor,63665.17527319192
Bachelor,51522.617189806006
High School,47024.13828097537
Master,79902.93054027949
Bachelor,59611.73154653296
PhD,101848.15569319035
Bachelor,66493.61931850298
Bachelor,56956.18415804386
PhD,103560.32305118127
High School,41314.63927991582
PhD,95340.56540338842
High School,47572.59972710316
High School,45948.52043213856
High School,43169.03669316851
PhD,107011.63458188483
High School,47345.88401919605
Master,84167.2595343007
PhD,106740.26656727344
Master,83949.42923338567
High School,43602.81543520601
Bachelor,62372.227564303685
High School,45054.332791152825
Master,73172.10210586147
Master,87617.41518397856
PhD,107436.87055490464
Bachelor,50584.945660691184
PhD,106516.33501129525
Master,72577.3973494689
High School,36702.37708518284
Bachelor,64870.16512583216
High School,33215.197920966166
High School,46359.340482381245
Bachelor,66642.68355915483
PhD,100149.35467521672
High School,30127.71743433667
Master,75740.76266349826
High School,42338.53836751485
Bachelor,69623.72356054847
Bachelor,62636.27054033337
Bachelor,55196.0716212832
PhD,102680.11406199222
High School,40799.70759431711
PhD,105596.90790302287
PhD,92139.61277653917
Bachelor,65220.55805004056
Bachelor,60825.331573522206
PhD,109259.84007717989
High School,36837.443320773724
Master,82652.43786267895
PhD,108640.56211020035
High School,32050.194559813586
Bachelor,68744.56974472903
Bachelor,63757.71444601627
High School,31356.741182103437
Master,76019.27133893632
Bachelor,64163.44177290563
Bachelor,51347.01202937544
Bachelor,61643.409203525465
High School,36917.661139059135
PhD,102418.31035534955
Bachelor,50914.84067625026
PhD,107430.73612304752
Master,89469.77938354794
Bachelor,69377.55710571383
Bachelor,64993.036634858494
Master,72601.72480261263
Bachelor,65165.26391858045
PhD,90491.73832917603
High School,30442.471030579945
PhD,96472.20438299082
High School,39772.863808093316
High School,45408.14835615586
PhD,103665.9075321301
PhD,98918.05412753497
PhD,95472.53332563333
PhD,109942.49000315422
Master,78523.62604471945
Bachelor,59027.74048659351
High School,33272.47642383338
PhD,105896.1909749986
PhD,103873.64451562977
PhD,94415.39225577521
Master,71647.62091231685
PhD,103609.98604149427
PhD,103090.22428562271
PhD,95465.19053996418
Bachelor,69017.2712450082
Master,73021.15783561801
PhD,98646.69602085203
High School,48872.31840335198
High School,38394.54633852244
High School,42770.51895328171
Master,77951.88795925588
Master,75484.3040469734
High School,49679.55295919656
PhD,98186.68012630087
Master,87881.98407358269
High School,34599.092117821725
High School,34262.094080501665
PhD,90622.68165769022
Bachelor,63033.3365075177
Master,77370.52687447522
PhD,107287.16499679274
High School,39464.198133831145
High School,49363.86855829443
PhD,93710.51031406243
Master,87372.46335911221
Bachelor,65531.93705583483
Bachelor,65418.43689288104
High School,46895.664562337755
Master,85220.47981885998
Bachelor,62524.40643262831
Master,72624.89755364775
Master,70650.52358982504
High School,48416.956956313734
Bachelor,62333.00629041476
PhD,105930.74581952352
High School,39630.447030251
Bachelor,52346.16377924789
Bachelor,52503.71584405101
Bachelor,63711.305744579426
Bachelor,58606.11789798926
Bachelor,54010.494534006735
Master,79831.89093482874
High School,31284.17874150268
Master,81639.42803828798
PhD,95379.86808870196
Bachelor,65951.18201274377
High School,36207.23917847148
Bachelor,59104.40298163603
High School,30232.41079816201
Master,71448.93775589118
High School,37849.871128133695
PhD,99598.77669434246
PhD,102000.41096238607
High School,35833.25157418606
High School,43899.63772253085
High School,47202.44794378409
High School,45597.019777867
PhD,90792.37650696715
Bachelor,59610.13894515658
High School,32098.6035683635
High School,34840.90031725055
PhD,109733.25186534293
PhD,92849.91085803027
Master,79977.76306902712
High School,42363.11468636238
Master,84049.29941088209
PhD,101192.97366973828
PhD,90195.41694838367
Bachelor,56529.22616487984
High School,40354.23286769423
Master,71757.32998289667
PhD,97012.53862418361
PhD,90664.06217582733
Master,71571.56994310042
Bachelor,57938.46552403192
PhD,92654.31508086121
High School,41350.81696523116
PhD,103789.29938274532
High School,46011.73398218166
Master,74003.0048848962
High School,33349.651645181395
Master,72091.35680668801
High School,42728.60499087274
Master,84129.51452973802
High School,30631.72289651284
Bachelor,68724.2449248738
High School,31039.425673029447
High School,40825.92670602141
Bachelor,64181.21038901833
PhD,107419.38247492172
PhD,104281.73864264856
High School,46034.56166139584
Bachelor,56789.00385085612
High School,46296.502274930244
Master,71602.2969276935
Master,87896.33312121055
High School,40951.84752307473
PhD,106345.95539924987
PhD,99046.365690366
High School,42871.5539039305
High School,40528.05321872226
Master,84631.79043510664
PhD,91632.59964061179
High School,31207.041679811275
Master,74942.06468020292
PhD,93190.89360226376
Bachelor,67435.67133184403
Master,74384.27974716088
PhD,109517.30511638263
PhD,96737.91583542214
Master,73642.35831377399
Bachelor,65793.97014284958
Master,83174.15551001752
PhD,99963.91432906278
High School,41107.271018752625
High School,44384.03556544527
Master,74569.09482662598
PhD,109926.67832113484
High School,49495.863242935666
PhD,103006.51372693873
Master,73990.8490185829
High School,43604.56484862583
PhD,91443.96817958352
High School,30613.05004411612
Master,75153.65777022428
PhD,99252.45913478633
High School,47365.45010816761
Master,84543.38139532616
High School,44854.130423999624
High School,38509.866688961505
Bachelor,56918.69985093926
Bachelor,57420.775259692055
Master,89752.99127472116
Bachelor,50802.18382824965
Master,87340.62992244898
Bachelor,61573.508171447866
High School,38772.30838379181
Master,84505.15320830273
Master,79733.37882849405
High School,47468.46476163321
Master,88014.03728022517
Master,78434.41853746912
Bachelor,55536.55594470103
Master,81847.00657186724
PhD,108247.26691233381
High School,34213.243780113335
Bachelor,62459.331671269654
Bachelor,62631.20440185041
PhD,104662.26044830562
High School,32631.353702545195
High School,44316.49929364177
Bachelor,68180.65041331282
Master,73593.66217740484
Bachelor,54750.86649847755
High School,49427.9018808328
PhD,93619.5390541898
Bachelor,67087.70186739159
High School,39845.557128960696
Bachelor,54944.62148806354
Master,87414.99802545023
Bachelor,58906.10510005331
Bachelor,60296.347078593804
High School,37184.667387995316
High School,41859.01702869855
High School,33270.477451700455
Bachelor,57821.630733035214
Master,89388.24644670574
PhD,95162.66865402255
PhD,103134.73329082584
High School,36503.8012844939
High School,45469.46251373201
Bachelor,52617.473214367
PhD,109396.42090157089
High School,39075.79082767278
Master,74721.00926692928
Master,71469.93494660026
High School,33395.158101750814
High School,40395.478971120356
PhD,96740.06352862573
PhD,106577.66731765219
Bachelor,58617.75047323612
PhD,94974.2854517526
Master,82342.89973208061
Master,84135.54433770891
High School,33340.838158018996
PhD,93352.38432576635
Bachelor,50733.42853867086
Master,84728.04030131281
Master,83276.0905524361
Bachelor,59492.61751499628
Bachelor,66883.40897938394
Master,86113.40305900107
Master,81707.08728793505
Bachelor,67365.42561026517
Master,74116.82420073537
High School,32238.39238795456
High School,35394.99223033979
Bachelor,51141.7371217863
PhD,100623.39056002063
Bachelor,68732.11384589924
Bachelor,50786.870813370195
PhD,92442.19828020054
PhD,99043.98056566871
PhD,108677.5003505581
High School,36323.12209953501
Master,80144.69617376785
High School,30831.45718100784
Master,72966.86401924178
High School,49732.60245917694
Master,89302.37392872092
High School,30098.799618688194
PhD,109036.23570846478
Bachelor,62782.39875631001
High School,47358.36589040044
Master,79094.79711267719
PhD,100311.92057158501
High School,39776.9316051384
High School,43337.285150922085
PhD,92793.02509512626
High School,30599.47179745356
Bachelor,56158.598831823816
High School,44093.61525473293
Bachelor,54037.06904245897
Bachelor,63468.648666498346
PhD,109398.2409221454
High School,31878.01431578837
PhD,103452.04236450253
High School,38875.00438609142
High School,47362.84508755011
Master,73542.99578894772
High School,43852.51904452329
PhD,106762.3057929622
Bachelor,68892.28438948047
High School,43664.96056579292
Master,79943.49528016854
PhD,102356.94480402427
High School,47378.09968957436
PhD,101412.19493277659
Master,70607.74119393673
Master,88618.97391013955
PhD,103790.53502063123
High School,43530.267715544935
Bachelor,54313.50304795434
Master,83177.70940465314
High School,37877.28811308317
High School,43024.659540829845
Bachelor,52131.86060615981
Master,83156.90609206072
Master,89988.27451541333
High School,30964.240777211122
High School,49543.48368442635
Bachelor,58138.15921445741
Bachelor,67415.06900674518
Master,85647.70968116546
PhD,101340.32521973335
Master,84768.98418502652
High School,47570.311226026955
Master,78082.80643302065
PhD,96540.66323126477
Bachelor,63351.8677112717
PhD,106156.91883882516
PhD,105245.70269553231
PhD,105956.27297717269
Bachelor,58711.666296258656
PhD,106356.68432350043
PhD,92404.18110741217
PhD,100889.78195921698
High School,30115.17320996243
PhD,96491.71659800541
Bachelor,57329.230697427956
PhD,97923.45383218511
PhD,103909.34413379725
Bachelor,57771.16202540691
PhD,98973.87245245061
Bachelor,54750.882617486546
PhD,97465.0358325868
Bachelor,54545.39254526303
PhD,91463.91847536888
PhD,102068.97186762755
High School,43364.25597110033
High School,42389.80692019229
PhD,99269.88087601145
PhD,97595.7156035846
Master,87266.6729914365
