date,value,target
2024-04-21,82.89899283371659,164.08867602222537
2024-04-22,81.4301483096216,162.02170346627935
2024-04-23,79.97966669160982,159.45577675740228
2024-04-24,78.54898229688368,156.895562605136
2024-04-25,77.13950986604607,154.35597372231769
2024-04-26,75.75264316412563,153.0059361179843
2024-04-27,74.38975360234429,149.68784336576965
2024-04-28,73.0521888819892,145.33506773948645
2024-04-29,71.7412716617304,143.22121426400932
2024-04-30,70.45829824970211,140.5871573623121
2024-05-01,69.20453732164104,137.89492212676134
2024-05-02,67.9812286663487,136.2349731585183
2024-05-03,66.78958195971933,131.71938436646775
2024-05-04,65.63077556854451,132.1422655250955
2024-05-05,64.50595538527858,130.70546156127253
2024-05-06,63.4162336949161,126.56262684916038
2024-05-07,62.36268807510227,124.43601172508671
2024-05-08,61.346360330564124,122.84976490833692
2024-05-09,60.36825546291576,121.75589690279173
2024-05-10,59.42934067685673,118.53438763689623
2024-05-11,58.53054442374588,117.9950340135935
2024-05-12,57.67275548349698,115.8340056394472
2024-05-13,56.85682208570347,116.07525561541163
2024-05-14,56.08355107086158,111.83844012656087
2024-05-15,55.35370709252158,108.73141373732233
2024-05-16,54.668011861155534,107.90308460162555
2024-05-17,54.027143430489744,108.06621509837964
2024-05-18,53.4317355270073,107.89135314803535
2024-05-19,52.88237692328407,105.11224470614742
2024-05-20,52.37961085577744,104.52828926167956
2024-05-21,51.923934487643734,104.53271171261905
2024-05-22,51.51579841711562,102.06636423335279
2024-05-23,51.15560623192538,101.69994306465594
2024-05-24,50.84371411021479,100.51970153281933
2024-05-25,50.58043046832636,102.33908902953529
2024-05-26,50.366015655823986,102.27370412344433
2024-05-27,50.20068169804478,98.8219484065965
2024-05-28,50.084592086436594,100.02699867388496
2024-05-29,50.0178616168885,101.44298220884195
2024-05-30,50.0005562762143,100.39980773605083
2024-05-31,50.032693176900956,99.57614712080282
2024-06-01,50.11424054018693,98.68231896076296
2024-06-02,50.245117727486694,101.64318000679626
2024-06-03,50.425195320130754,101.21090585520601
2024-06-04,50.654295247342,99.83560410694224
2024-06-05,50.93219096232202,103.05427297851902
2024-06-06,51.25860766627328,100.91681177078868
2024-06-07,51.63322258013549,103.04595900610356
2024-06-08,52.05566526376751,103.84671582416289
2024-06-09,52.525517982259316,106.66941729336646
2024-06-10,53.0423161190116,105.82358604614305
2024-06-11,53.60554863517453,106.94645458404833
2024-06-12,54.214658574991525,107.06623880508536
2024-06-13,54.86904361654828,109.09768955403796
2024-06-14,55.5680566673822,110.31881787388376
2024-06-15,56.311006504363554,111.85679064272242
2024-06-16,57.097158457215606,114.20060143932308
2024-06-17,57.92573513499748,113.41729388415237
2024-06-18,58.79591719483177,116.08160414424665
2024-06-19,59.706844152116524,119.3026694306259
2024-06-20,60.657615231420486,121.4364851459449
2024-06-21,61.64729025722006,123.06114771579622
2024-06-22,62.67489058359737,125.30898667740978
2024-06-23,63.73940006198012,127.06968351030498
2024-06-24,64.8397660459658,129.66102748870193
2024-06-25,65.97490043223735,132.3839430847369
2024-06-26,67.14368073654055,134.71449520176876
2024-06-27,68.34495120365892,136.00094399585936
2024-06-28,69.5775239502891,140.07014264016115
2024-06-29,70.84018013968631,141.83746897387593
2024-06-30,72.13167118691787,145.4955563301755
2024-07-01,73.45071999353398,148.33431241833503
2024-07-02,74.79602221043373,148.14931769949422
2024-07-03,76.1662475276786,151.4734675164885
2024-07-04,77.56004098997687,155.9336300199243
2024-07-05,78.97602433653924,156.28715625294953
2024-07-06,80.4127973639801,162.24577169065358
2024-07-07,81.86893931091663,163.3939964270206
2024-07-08,83.34301026289708,167.26105356090318
2024-07-09,84.83355257626863,169.5507144896765
2024-07-10,86.33909231957668,171.28579511136968
2024-07-11,87.85814073107063,176.77182606427326
2024-07-12,89.38919569087457,181.52911441228648
2024-07-13,90.93074320636742,181.34647813637915
2024-07-14,92.48125890930315,184.64015926776105
2024-07-15,94.03920956319129,185.42931958311553
2024-07-16,95.6030545794469,192.55761206234993
2024-07-17,97.17124754081037,195.25426040446274
2024-07-18,98.74223773053116,195.7510915990074
2024-07-19,100.31447166580335,198.56405786955983
2024-07-20,101.88639463393584,201.8235579847064
2024-07-21,103.45645222973917,207.55807358485117
2024-07-22,105.02309189260836,210.7911752048308
2024-07-23,106.58476444178115,212.24619493919351
2024-07-24,108.1399256082547,216.7791112478922
2024-07-25,109.68703756184485,219.53295224468084
2024-07-26,111.2245704318786,222.081871156903
2024-07-27,112.75100382001551,226.47220446671633
2024-07-28,114.26482830370244,227.32472100617684
2024-07-29,115.76454692877509,232.67663307114407
2024-07-30,117.2486766897295,233.76883182544466
2024-07-31,118.7157499962009,239.21303667436885
2024-08-01,120.16431612419902,239.32332622491657
2024-08-02,121.59294265066484,242.83431322272955
2024-08-03,123.0002168699305,246.05902087740336
2024-08-04,124.38474719068168,248.82181292918585
2024-08-05,125.74516451204062,251.98115752469934
2024-08-06,127.0801235774095,252.87456473657232
2024-08-07,128.38830430473536,256.7392962012241
2024-08-08,129.66841309188098,259.47495789016466
2024-08-09,130.91918409581075,261.3106299675934
2024-08-10,132.13938048432692,264.6828195861133
2024-08-11,133.32779565911858,265.3092214047494
2024-08-12,134.48325444891307,268.64005500877545
2024-08-13,135.60461427155124,270.4560444186988
2024-08-14,136.69076626383634,273.05810159812364
2024-08-15,137.74063637803994,276.9283082160011
2024-08-16,138.75318644398007,278.97282861411753
2024-08-17,139.72741519562214,280.7252468518255
2024-08-18,140.66235926118662,280.8624612422924
2024-08-19,141.55709411578465,284.02180650836954
2024-08-20,142.4107349956401,284.933832118206
2024-08-21,143.22243777299323,286.4904652494895
2024-08-22,143.99139979082145,287.90543823402373
2024-08-23,144.71686065655135,291.1921391704818
2024-08-24,145.3981029939773,292.16204459351104
2024-08-25,146.03445315264315,292.8138027237334
2024-08-26,146.62528187398536,293.08026278246007
2024-08-27,147.17000491357905,294.37957058541264
2024-08-28,147.66808361887146,295.86673384228067
2024-08-29,148.11902546183165,295.7164420118093
2024-08-30,148.52238452598982,297.98308476794415
2024-08-31,148.8777619473843,296.8342787833257
2024-09-01,149.1848063089805,298.7614563059584
2024-09-02,149.44321398817178,296.59671242655094
2024-09-03,149.65272945701838,298.7548403874346
2024-09-04,149.8131455349277,301.7039682027749
2024-09-05,149.92430359352613,300.8847986814442
2024-09-06,149.98609371351944,301.5076558769734
2024-09-07,149.99845479338734,299.32960191942027
2024-09-08,149.96137460980395,300.02652205640834
2024-09-09,149.874889829725,301.0317719125443
2024-09-10,149.73908597412927,300.1112668829639
2024-09-11,149.55409733345098,299.6167605442603
2024-09-12,149.32010683478575,300.27079563990156
2024-09-13,149.037345861002,297.03423675639004
2024-09-14,148.70609402193682,297.2279500044281
2024-09-15,148.32667887790208,294.89927219313483
2024-09-16,147.89947561577443,294.70384517961327
2024-09-17,147.42490667798978,295.9239987481585
2024-09-18,146.9034413448083,292.8895334234245
2024-09-19,146.33559527026426,293.4067147946536
2024-09-20,145.7219299722583,293.1023449864847
2024-09-21,145.06305227729723,289.9481663796025
2024-09-22,144.35961372043022,289.2390908806602
2024-09-23,143.61230990097437,287.96793193149165
2024-09-24,142.82187979466732,284.42226452626807
2024-09-25,141.98910502292702,283.36175770055297
2024-09-26,141.1148090799405,281.2259569482092
2024-09-27,140.19985651834705,279.8629899266111
2024-09-28,139.24515209432025,279.2064148867216
2024-09-29,138.2516398728945,275.9080830148467
2024-09-30,137.220302294421,274.4054513619102
2024-10-01,136.1521592030755,271.2618567892198
2024-10-02,135.0482668383799,271.3229558412935
2024-10-03,133.90971679073334,267.27432359124333
2024-10-04,132.73763492198677,266.9982503958835
2024-10-05,131.53318025212786,263.1272895981051
2024-10-06,130.29754381317747,259.1880880483919
2024-10-07,129.03194747143033,257.892868196315
2024-10-08,127.73764271920591,254.41250861094565
2024-10-09,126.41590943730262,253.42116825198337
2024-10-10,125.06805462938033,249.87474647643378
2024-10-11,123.69541112952217,247.5540325140717
2024-10-12,122.29933628425381,244.22931945846105
2024-10-13,120.88121061032342,241.20707891678353
2024-10-14,119.44243642956944,237.91125084952324
2024-10-15,117.98443648222684,236.80509590127522
2024-10-16,116.50865252004188,232.84415193828406
2024-10-17,115.01654388058756,229.71839686747674
2024-10-18,113.50958604418912,226.82095818993608
2024-10-19,111.9892691748868,223.29967655628784
2024-10-20,110.45709664687845,220.6028418669809
2024-10-21,108.91458355789887,218.0347969304912
2024-10-22,107.36325523100712,213.69237346295748
2024-10-23,105.80464570626155,210.7199394194439
2024-10-24,104.24029622377549,209.85887654117366
2024-10-25,102.67175369965288,204.9807508665062
2024-10-26,101.10056919631147,201.6495775836989
2024-10-27,,197.7127211718512
2024-10-28,,196.7636576934032
2024-10-29,,191.71748299443055
2024-10-30,,189.6256909558147
2024-10-31,,184.81061693002505
2024-11-01,,184.2281241434928
2024-11-02,,181.4943620968482
2024-11-03,,177.72904385786993
2024-11-04,,172.6595629257098
2024-11-05,,172.00784311668716
2024-11-06,,167.34527951112887
2024-11-07,,164.03667685185002
2024-11-08,,161.89361252396554
2024-11-09,,158.9804332712064
2024-11-10,,156.02564323338026
2024-11-11,,154.9942419511749
2024-11-12,,152.96803320480066
2024-11-13,,146.87120741646274
2024-11-14,,144.88683114251754
2024-11-15,,143.10754927825494
2024-11-16,,140.0216214456731
2024-11-17,,138.31419926495423
2024-11-18,,136.3966417620765
2024-11-19,,133.85967856783614
2024-11-20,,131.41584667009528
2024-11-21,,130.22943187821778
2024-11-22,,124.81624596867367
2024-11-23,,125.79293359145554
2024-11-24,,121.88230841768147
2024-11-25,,121.13973927018277
2024-11-26,,117.46301962309437
2024-11-27,,115.80286024402939
2024-11-28,,115.67450517241349
2024-11-29,,111.46872959880638
2024-11-30,,112.85761086730767
2024-12-01,,111.6859911338161
2024-12-02,,109.25024707244015
2024-12-03,,107.95057206705607
2024-12-04,,105.80268749400695
2024-12-05,,106.23060886432084
2024-12-06,,104.91705187353259
2024-12-07,,102.75547551458496
2024-12-08,,102.4883448228742
2024-12-09,,102.01937106198338
2024-12-10,,101.18151716014395
2024-12-11,,99.70434962130071
2024-12-12,,101.35705323680286
2024-12-13,,100.10352924906445
2024-12-14,,100.14995366824766
2024-12-15,,99.44262398620997
2024-12-16,,100.48132865394261
2024-12-17,,100.28879956391326
2024-12-18,,101.48573045184713
2024-12-19,,101.03500313741122
2024-12-20,,100.7315157412197
2024-12-21,,100.67224083775784
2024-12-22,,102.85315721169897
2024-12-23,,102.37679582561326
2024-12-24,,103.25607760186827
2024-12-25,,104.11974279388019
2024-12-26,,104.84866761729984
2024-12-27,,106.14799107902628
2024-12-28,,109.37364567056474
2024-12-29,,107.63604522857395
2024-12-30,,109.19609073690656
2024-12-31,,112.81063357850122
2025-01-01,,112.55480559899209
2025-01-02,,114.06838958523242
2025-01-03,,117.22780398625072
2025-01-04,,116.52954687200945
2025-01-05,,120.609135153749
2025-01-06,,121.75055380847509
2025-01-07,,124.16441869367914
2025-01-08,,126.21577678069109
2025-01-09,,127.28529552105877
2025-01-10,,131.1792775449131
2025-01-11,,131.86186495225397
2025-01-12,,135.17159536681962
2025-01-13,,138.41572475596476
2025-01-14,,141.03427779350372
2025-01-15,,141.92529771402212
2025-01-16,,145.24977063893388
2025-01-17,,147.07595594666424
2025-01-18,,152.64002910316955
2025-01-19,,153.666455097572
2025-01-20,,155.76707237142415
2025-01-21,,158.83608406291688
2025-01-22,,161.81214951591306
2025-01-23,,164.7614746993602
2025-01-24,,167.0396976965762
2025-01-25,,169.8726890340475
2025-01-26,,173.13188502482117
2025-01-27,,175.18718726578464
2025-01-28,,180.11170326580506
2025-01-29,,181.67865063216402
2025-01-30,,184.52465681421936
2025-01-31,,188.68875839052848
2025-02-01,,191.7026671839894
2025-02-02,,195.22017743945216
2025-02-03,,197.5450641521567
2025-02-04,,200.86531922564296
2025-02-05,,205.09332970732655
2025-02-06,,208.17142365873528
2025-02-07,,211.2612715833125
2025-02-08,,213.82670140961665
2025-02-09,,217.06900465551698
2025-02-10,,220.2211574101908
2025-02-11,,222.4055453344349
2025-02-12,,227.58369764135483
2025-02-13,,230.46348436004234
2025-02-14,,232.91957995941527
2025-02-15,,234.66114349873126
2025-02-16,,238.55312393030965
2025-02-17,,241.8817341318442
2025-02-18,,242.5291041439692
2025-02-19,,248.2524849410941
2025-02-20,,247.5782185787916
2025-02-21,,252.7330770178668
2025-02-22,,256.14116985561503
2025-02-23,,257.1801620001748
2025-02-24,,259.6914442392695
2025-02-25,,262.9990775864685
2025-02-26,,266.61117005567326
2025-02-27,,266.8420542961489
2025-02-28,,268.63962542220617
2025-03-01,,271.2256168926702
2025-03-02,,272.25483917094755
2025-03-03,,276.790087045524
2025-03-04,,277.38817550563516
2025-03-05,,279.626814713375
2025-03-06,,282.5987248507094
2025-03-07,,283.0853645003718
2025-03-08,,285.9120041687194
2025-03-09,,285.72126026294376
2025-03-10,,289.2387107007859
2025-03-11,,290.0552426154968
2025-03-12,,290.96939132838384
2025-03-13,,292.44345340737493
2025-03-14,,292.1891043720623
2025-03-15,,294.65473800333325
2025-03-16,,295.38244597447203
2025-03-17,,295.14760207117746
2025-03-18,,296.5235455183168
2025-03-19,,297.75685048343365
2025-03-20,,297.87348311627295
2025-03-21,,296.5659576673279
2025-03-22,,300.4538803401513
2025-03-23,,299.53655414061376
2025-03-24,,297.60727721349036
2025-03-25,,302.1200056355094
2025-03-26,,301.2313795079881
2025-03-27,,299.5470739248144
2025-03-28,,298.86084448650234
2025-03-29,,299.81522695975445
2025-03-30,,299.22475216400403
2025-03-31,,299.07698597156207
2025-04-01,,297.11030966485663
2025-04-02,,298.36587749128773
2025-04-03,,296.01663474629845
2025-04-04,,296.29743922258075
2025-04-05,,293.8517597130283
2025-04-06,,296.23527454113474
2025-04-07,,293.1285413066961
2025-04-08,,294.0717347080771
2025-04-09,,290.67941758831284
2025-04-10,,287.8658139440092
2025-04-11,,287.7446799537892
2025-04-12,,286.21795113753257
2025-04-13,,284.00840504107543
2025-04-14,,282.50047790861487
2025-04-15,,280.78585939481104
2025-04-16,,277.10536575382616
2025-04-17,,275.0318741614369
2025-04-18,,273.22495267158
2025-04-19,,271.9959548812244
2025-04-20,,269.4234166334488
2025-04-21,,266.3803221227638
2025-04-22,,265.77390651588445
2025-04-23,,262.8600625053172
2025-04-24,,260.2624924076833
2025-04-25,,257.2926959718152
2025-04-26,,254.57266970471514
2025-04-27,,251.45544065977134
2025-04-28,,250.5246721609765
2025-04-29,,246.13256075161306
2025-04-30,,244.2442517601549
2025-05-01,,242.85213522067144
2025-05-02,,237.97239951562756
2025-05-03,,236.34201405335318
2025-05-04,,232.99168856447284
2025-05-05,,229.74405309518946
2025-05-06,,226.84343537356557
2025-05-07,,223.2725630271545
2025-05-08,,220.33352117146973
2025-05-09,,216.66183432819128
2025-05-10,,214.14559031362612
2025-05-11,,210.39914515846675
2025-05-12,,208.85940224964378
2025-05-13,,203.0158595065523
2025-05-14,,202.05335719682975
2025-05-15,,198.76428279571832
2025-05-16,,195.53065902894556
2025-05-17,,193.17075179229863
2025-05-18,,188.7295052557073
2025-05-19,,186.15130065208032
2025-05-20,,181.07350983539683
2025-05-21,,179.2859379151888
2025-05-22,,177.4882668347501
2025-05-23,,172.24775133280298
2025-05-24,,170.72715783512263
2025-05-25,,166.89950337967935
2025-05-26,,164.50770111559441
2025-05-27,,161.0776652509218
2025-05-28,,157.5626795713076
2025-05-29,,156.35114202149796
2025-05-30,,153.11434960470945
2025-05-31,,151.0216972512483
2025-06-01,,148.49766608641877
2025-06-02,,146.2743609300084
2025-06-03,,142.5828014684538
2025-06-04,,141.17505760829118
2025-06-05,,136.44720780742855
2025-06-06,,135.91036752386367
2025-06-07,,133.10349772764133
2025-06-08,,130.58650484759275
2025-06-09,,128.5763197473093
2025-06-10,,125.0200914514703
2025-06-11,,122.70652062390842
2025-06-12,,123.61078142148531
2025-06-13,,119.80714555639968
2025-06-14,,117.94692114161052
2025-06-15,,115.2626096291812
2025-06-16,,113.20084837516407
2025-06-17,,112.9963819609879
2025-06-18,,111.23113377761364
2025-06-19,,110.14991874475577
2025-06-20,,108.8996515088789
2025-06-21,,110.05644312352987
2025-06-22,,106.07428946387991
2025-06-23,,106.9312411344583
2025-06-24,,106.0253507411199
2025-06-25,,104.26352741579815
2025-06-26,,102.4967681971349
2025-06-27,,100.68859772575566
2025-06-28,,101.94304783057227
2025-06-29,,101.99638673058112
2025-06-30,,102.3356517152891
2025-07-01,,99.34670006788421
2025-07-02,,99.860417634932
2025-07-03,,99.06614823290226
2025-07-04,,99.38147931173303
2025-07-05,,100.78316011150872
2025-07-06,,99.64205121493082
2025-07-07,,99.79823602214053
2025-07-08,,101.8189242913439
2025-07-09,,101.96996348882269
2025-07-10,,102.46391545654902
2025-07-11,,102.15249169657753
2025-07-12,,104.88598859659953
2025-07-13,,104.49037443749106
2025-07-14,,107.83345287936832
2025-07-15,,106.68530050275491
2025-07-16,,105.3540922387215
2025-07-17,,106.56415410601956
2025-07-18,,110.91061234761396
2025-07-19,,113.02050287986867
2025-07-20,,112.45682310331595
2025-07-21,,116.94806499944588
2025-07-22,,118.20072411221231
2025-07-23,,118.52144304415046
2025-07-24,,120.70430007491552
2025-07-25,,122.99227165903929
2025-07-26,,125.9976657505114
2025-07-27,,126.8747828035116
2025-07-28,,128.53853930399262
2025-07-29,,131.25172058351433
2025-07-30,,133.41423834735878
2025-07-31,,136.16512202353556
2025-08-01,,136.09855991309865
2025-08-02,,140.4739448108545
2025-08-03,,143.16721504337764
2025-08-04,,145.23926528358484
2025-08-05,,148.7556952460596
2025-08-06,,152.6035614306214
2025-08-07,,153.58024395170872
2025-08-08,,156.9394200350171
2025-08-09,,160.70290056637666
2025-08-10,,162.14758469358208
2025-08-11,,164.02453171250787
2025-08-12,,168.4904444806735
2025-08-13,,168.666437535647
2025-08-14,,171.59198192082812
2025-08-15,,177.27142497287207
2025-08-16,,177.66431109443738
2025-08-17,,181.78475022538677
2025-08-18,,185.82716763922406
2025-08-19,,188.60683711311816
2025-08-20,,192.31198703821252
2025-08-21,,196.71165993852998
2025-08-22,,198.98061902748967
2025-08-23,,201.04741007666695
2025-08-24,,206.3838981091208
2025-08-25,,206.7383529497762
2025-08-26,,211.51877065167932
2025-08-27,,212.87530713178393
2025-08-28,,217.7719622309171
2025-08-29,,220.28794373727652
2025-08-30,,224.75535894069407
2025-08-31,,227.43695108464627
2025-09-01,,229.14584433472533
2025-09-02,,231.94136444496087
2025-09-03,,235.36017210839088
2025-09-04,,240.4705273595669
2025-09-05,,243.09554659164866
2025-09-06,,243.3487178790437
2025-09-07,,247.91389624630307
2025-09-08,,248.1323356952017
2025-09-09,,252.11721280207468
2025-09-10,,254.28580028244443
2025-09-11,,258.8768554076093
2025-09-12,,259.0539063865541
2025-09-13,,263.2513499649865
2025-09-14,,265.23796377374504
2025-09-15,,267.4125485065382
2025-09-16,,271.54348918598083
2025-09-17,,273.84641908479273
2025-09-18,,274.0858613561078
2025-09-19,,275.95446713655264
2025-09-20,,276.78818930204295
2025-09-21,,280.20806028826513
2025-09-22,,284.0035607664546
2025-09-23,,283.67832453099453
2025-09-24,,286.20974841383634
2025-09-25,,285.67289269259334
2025-09-26,,288.1389159099193
2025-09-27,,290.45187035813433
2025-09-28,,291.4219951153463
2025-09-29,,293.37722922657827
2025-09-30,,293.094798042185
2025-10-01,,292.9997361232193
2025-10-02,,296.83037583014925
2025-10-03,,295.6360555422645
2025-10-04,,297.84723210310216
2025-10-05,,298.4636523387061
2025-10-06,,296.9242891497076
2025-10-07,,300.1149252741832
2025-10-08,,298.8790283809988
2025-10-09,,299.7821085592702
2025-10-10,,299.5517140565026
2025-10-11,,301.6165343222623
2025-10-12,,301.32259963457665
2025-10-13,,298.0530765238749
2025-10-14,,301.91178741694193
2025-10-15,,298.6636603392659
2025-10-16,,301.03517564233124
2025-10-17,,298.1694710711969
2025-10-18,,297.48037680722894
2025-10-19,,296.8728474939599
2025-10-20,,295.9222294444118
2025-10-21,,297.9550099106982
2025-10-22,,294.3674773387623
2025-10-23,,293.061379928546
2025-10-24,,292.26819972601544
2025-10-25,,289.96020258446424
2025-10-26,,291.17109290281593
2025-10-27,,286.6607503752876
2025-10-28,,285.9885317713726
2025-10-29,,285.92427242891546
2025-10-30,,283.33099549484496
2025-10-31,,282.05652933112634
2025-11-01,,281.1785500671785
2025-11-02,,278.70850149656155
2025-11-03,,275.8246515456404
2025-11-04,,275.6841493982623
2025-11-05,,270.80132749390594
2025-11-06,,269.0935772567622
2025-11-07,,266.85924704293126
2025-11-08,,264.41692182785255
2025-11-09,,261.01598882736346
2025-11-10,,258.0060122382294
2025-11-11,,257.4524006321696
2025-11-12,,253.79086267760735
2025-11-13,,253.6674648351693
2025-11-14,,248.97125046840716
2025-11-15,,246.02794303923858
2025-11-16,,244.56364790184253
2025-11-17,,241.01839169289508
2025-11-18,,237.5474090024902
2025-11-19,,234.15161952166403
2025-11-20,,235.4850732932302
2025-11-21,,229.1927047894843
2025-11-22,,226.89038652026957
2025-11-23,,221.73253096737508
2025-11-24,,219.104508760347
2025-11-25,,218.7023945451619
2025-11-26,,214.87812894001414
2025-11-27,,210.81663848695743
2025-11-28,,206.84502030026206
2025-11-29,,203.85298417211476
2025-11-30,,200.26729648733388
2025-12-01,,196.64201227723873
2025-12-02,97.32824630034726,195.58033678495553
2025-12-03,95.75970377622457,192.0582387752412
2025-12-04,94.1953542937386,189.1267874038195
2025-12-05,92.63674476899313,184.936591550024
2025-12-06,91.08541644210128,182.42647185933572
2025-12-07,89.54290335312179,178.65376294126943
2025-12-08,88.01073082511326,175.2941535874562
2025-12-09,86.49041395581102,174.64789034776422
2025-12-10,84.98345611941268,170.0884195356661
2025-12-11,83.49134747995826,167.49014929820308
2025-12-12,82.01556351777339,164.86688104940427
2025-12-13,80.55756357043069,161.2491680270944
2025-12-14,79.11878938967679,158.47821152337875
2025-12-15,77.70066371574624,154.3147022545388
2025-12-16,76.30458887047794,151.7130627125193
2025-12-17,74.93194537061987,148.9160759861113
2025-12-18,73.58409056269751,147.77363954221556
2025-12-19,72.26235728079429,144.59560521441065
2025-12-20,70.96805252856979,141.040073493374
2025-12-21,69.7024561868227,139.98501121528062
2025-12-22,68.46681974787218,137.47709595669846
2025-12-23,67.26236507801335,133.82976416472732
2025-12-24,66.09028320926683,132.15273887390438
2025-12-25,64.9517331616202,130.45060799830088
2025-12-26,63.84784079692466,126.83732623972989
2025-12-27,62.779697705579096,126.12562217605414
2025-12-28,61.74836012710559,123.79774385837474
2025-12-29,60.7548479056798,120.51049610585858
2025-12-30,59.80014348165304,119.82008369830417
2025-12-31,58.885190920059635,118.13603042677518
